Destination,Condition,Month,Temperature,Festival,Holiday Season,Popularity Index
Manali,Clouds,August,20.6,Yes,No,36
Dharamshala,Rain,August,25.1,Yes,No,39
Visakhapatnam,Clear,March,24.2,Yes,No,66
Pune,Clear,February,16,No,No,55
Jaipur,Clear,June,35.7,No,Yes,33
Visakhapatnam,Clouds,April,27.2,No,No,51
Visakhapatnam,Clear,May,35.4,No,Yes,46
Aurangabad,Rain,July,20.2,No,Yes,25
Aurangabad,Clear,August,27,Yes,No,32
Alleppey,Fog,May,25.8,No,Yes,53
Tirupati,Clear,June,37.4,No,Yes,38
Dwarka,Clouds,March,21,Yes,No,68
Somnath,Clear,October,27.6,Yes,Yes,54
Pushkar,Clear,March,31.8,Yes,No,65
Coorg,Clear,December,13.3,Yes,Yes,78
Delhi,Clouds,March,14.6,Yes,No,65
Lucknow,Clear,August,24.9,Yes,No,43
Prayagraj,Rain,June,31.6,No,Yes,39
Ooty,Clear,February,7.7,No,No,44
Mumbai,Rain,May,26.8,No,Yes,27
Dharamshala,Clear,September,26.8,No,No,41
Alleppey,Clear,June,30.8,No,Yes,40
Madurai,Rain,March,15,Yes,No,53
Aurangabad,Clear,September,21.8,No,No,32
Chennai,Clouds,March,19.2,Yes,No,52
Prayagraj,Clear,July,31.1,No,Yes,42
Bengaluru,Clear,February,27.7,No,No,52
Statue of Unity (Kevadia),Storm,April,28.1,No,No,47
Pune,Clouds,March,30.3,Yes,No,61
Coorg,Clear,January,19.4,Yes,Yes,77
Madurai,Clear,April,30.4,No,No,40
Goa,Clear,June,28.3,No,Yes,50
Pune,Clear,April,25,No,No,48
Shimla,Fog,December,7.8,Yes,Yes,28
Jaisalmer,Clear,August,28.4,Yes,No,51
Nainital,Clear,December,11.2,Yes,Yes,34
Vijayawada,Rain,October,26.4,Yes,Yes,72
Mysuru,Clear,November,23.6,Yes,Yes,79
Jaisalmer,Clear,September,25.2,No,No,53
Pune,Fog,May,37.6,No,Yes,40
Mathura & Vrindavan,Clear,July,28.2,No,Yes,46
Lucknow,Clear,September,30.8,No,No,41
Nainital,Clear,January,2.1,Yes,Yes,32
Aurangabad,Rain,October,24.3,Yes,Yes,47
Mysuru,Clear,December,11.8,Yes,Yes,75
Nainital,Clouds,February,2.2,No,No,25
Alleppey,Clouds,July,23.1,No,Yes,41
Shimla,Rain,January,7.3,Yes,Yes,26
Prayagraj,Clear,August,29.5,Yes,No,49
Aurangabad,Storm,November,24.5,Yes,Yes,49
Ahmedabad,Clear,December,19.5,Yes,Yes,59
Coorg,Rain,February,21.5,No,No,67
Goa,Clouds,July,24.2,No,Yes,48
Madurai,Clouds,May,23.2,No,Yes,43
Pushkar,Clear,April,31.1,No,No,51
Varanasi,Rain,November,11.3,Yes,Yes,49
Mumbai,Rain,June,27,No,Yes,22
Coorg,Clouds,March,22.3,Yes,No,75
Prayagraj,Clear,September,29.8,No,No,49
Nainital,Fog,March,19.5,Yes,No,46
Bengaluru,Heavy Rain,March,26.7,Yes,No,58
Ajmer,Clear,October,27.9,Yes,Yes,59
Kanyakumari,Clear,June,31,No,Yes,44
Rishikesh & Haridwar,Clouds,January,23.1,Yes,Yes,59
Udaipur,Clear,April,28.6,No,No,42
Kochi,Clouds,January,16.3,Yes,Yes,55
Shimla,Clouds,February,18.1,No,No,32
Jaisalmer,Clear,October,26.1,Yes,Yes,72
Ayodhya,Clear,March,21,Yes,No,65
Jaisalmer,Clear,November,20.5,Yes,Yes,73
Rishikesh & Haridwar,Clear,February,16,No,No,48
Nainital,Clouds,April,22.2,No,No,43
Kodaikanal,Rain,April,25.8,No,No,55
Chennai,Clear,April,23.2,No,No,37
Delhi,Clear,April,37,No,No,45
Lucknow,Clouds,October,16.8,Yes,Yes,57
Pushkar,Clear,May,28.3,No,Yes,55
Jaisalmer,Storm,December,12.8,Yes,Yes,68
Visakhapatnam,Clouds,June,23.5,No,Yes,48
Mathura & Vrindavan,Clear,August,22.7,Yes,No,51
Jaisalmer,Clear,January,19.9,Yes,Yes,72
Somnath,Clear,November,13.7,Yes,Yes,51
Darjeeling,Rain,August,24.8,Yes,No,43
Visakhapatnam,Heavy Rain,July,31.5,No,Yes,46
Kolkata,Clouds,June,28.3,No,Yes,46
Rishikesh & Haridwar,Snow,March,20.6,Yes,No,55
Somnath,Clear,December,17,Yes,Yes,50
Tirupati,Clouds,July,28.1,No,Yes,46
Kolkata,Clear,July,31.9,No,Yes,44
Tirupati,Fog,August,21.4,Yes,No,53
Srinagar,Clear,March,12.6,Yes,No,64
Manali,Heavy Snow,September,20.6,No,No,36
Dwarka,Clear,April,33,No,No,49
Ajmer,Storm,November,13.9,Yes,Yes,57
Shimla,Clear,March,16,Yes,No,42
Coorg,Clouds,April,25.4,No,No,59
Srinagar,Snow,April,10.7,No,No,58
Aurangabad,Clear,December,18,Yes,Yes,50
Agra,Clear,March,24.8,Yes,No,61
Kanyakumari,Rain,July,26.2,No,Yes,44
Rameswaram,Rain,February,14.1,No,No,43
Nainital,Snow,May,24.9,No,Yes,45
Bengaluru,Clouds,April,22.9,No,No,43
Tirupati,Clouds,September,25.2,No,No,54
Ayodhya,Fog,April,31.4,No,No,47
Manali,Clear,October,18.9,Yes,Yes,51
Mumbai,Clear,July,26.6,No,Yes,25
Delhi,Fog,May,24.9,No,Yes,53
Mumbai,Clouds,August,27.8,Yes,No,30
Visakhapatnam,Heavy Rain,August,30.9,Yes,No,52
Rameswaram,Rain,March,27.9,Yes,No,56
Mathura & Vrindavan,Fog,September,26.1,No,No,51
Srinagar,Rain,May,29.1,No,Yes,66
Kochi,Clear,February,25.4,No,No,48
Goa,Fog,August,26.1,Yes,No,51
Manali,Clear,November,4.6,Yes,Yes,41
Kolkata,Rain,August,30.8,Yes,No,50
Shimla,Clouds,April,19.4,No,No,40
Darjeeling,Fog,September,10.8,No,No,38
Madurai,Clear,June,24.1,No,Yes,39
Shimla,Clear,May,31.2,No,Yes,41
Shirdi,Clear,September,27,No,No,53
Ajmer,Clear,December,19.7,Yes,Yes,62
Coorg,Clear,May,40.7,No,Yes,50
Statue of Unity (Kevadia),Clear,May,34.9,No,Yes,43
Ahmedabad,Rain,January,16.2,Yes,Yes,51
Coorg,Clouds,June,32.4,No,Yes,52
Kodaikanal,Fog,May,22.3,No,Yes,58
Visakhapatnam,Heavy Rain,September,22.6,No,No,55
Dharamshala,Clear,October,28.5,Yes,Yes,56
Ayodhya,Fog,May,24.1,No,Yes,47
Mysuru,Clouds,January,22.4,Yes,Yes,76
Mathura & Vrindavan,Clear,October,27.2,Yes,Yes,67
Nainital,Clear,June,24.4,No,Yes,27
Coorg,Rain,July,25.3,No,Yes,57
Visakhapatnam,Rain,October,25.2,Yes,Yes,70
Kochi,Rain,March,19.4,Yes,No,53
Nashik,Clouds,September,21.3,No,No,34
Dwarka,Clear,May,37.1,No,Yes,46
Bengaluru,Rain,May,27.7,No,Yes,43
Tirupati,Storm,October,27.4,Yes,Yes,72
Jodhpur,Clear,July,31.5,No,Yes,17
Ajmer,Clear,January,13.3,Yes,Yes,54
Kodaikanal,Fog,June,22.6,No,Yes,38
Bengaluru,Clouds,June,25.2,No,Yes,40
Somnath,Clear,January,24.2,Yes,Yes,51
Somnath,Clouds,February,9.8,No,No,35
Udaipur,Heavy Rain,May,27.9,No,Yes,44
Kanyakumari,Clear,August,32.1,Yes,No,45
Dharamshala,Fog,November,22,Yes,Yes,57
Madurai,Rain,July,25.1,No,Yes,39
Kodaikanal,Clear,July,18.8,No,Yes,41
Dwarka,Clouds,June,25.9,No,Yes,50
Ajmer,Clear,February,20.6,No,No,48
Aurangabad,Rain,January,5.5,Yes,Yes,37
Ooty,Fog,March,9.8,Yes,No,56
Jodhpur,Clear,August,29.7,Yes,No,24
Kodaikanal,Clear,August,18.3,Yes,No,44
Dwarka,Clear,July,27.8,No,Yes,51
Darjeeling,Clouds,October,6.9,Yes,Yes,52
Ajmer,Clouds,March,23.8,Yes,No,55
Rishikesh & Haridwar,Fog,April,32.8,No,No,36
Ahmedabad,Clear,February,22.9,No,No,45
Agra,Clear,April,22.8,No,No,45
Kolkata,Storm,September,30.3,No,No,51
Jaisalmer,Clear,February,10.1,No,No,56
Madurai,Clear,August,30.1,Yes,No,44
Coorg,Clear,August,27.4,Yes,No,63
Udaipur,Clear,June,31.9,No,Yes,37
Dharamshala,Clear,December,12.5,Yes,Yes,55
Shimla,Snow,June,21.5,No,Yes,27
Lucknow,Fog,November,11.2,Yes,Yes,54
Srinagar,Rain,June,19.1,No,Yes,52
Rishikesh & Haridwar,Rain,May,35.6,No,Yes,35
Visakhapatnam,Clouds,November,14.2,Yes,Yes,69
Nainital,Rain,July,18.9,No,Yes,27
Ayodhya,Rain,June,21.7,No,Yes,41
Alleppey,Clear,August,28.9,Yes,No,44
Ajmer,Clear,April,28.5,No,No,39
Nashik,Rain,October,16,Yes,Yes,46
Kochi,Storm,April,31.8,No,No,35
Statue of Unity (Kevadia),Heavy Rain,June,33,No,Yes,39
Munnar,Clear,September,18.2,No,No,48
Shimla,Fog,July,17.7,No,Yes,18
Nainital,Rain,August,12.3,Yes,No,27
Aurangabad,Fog,February,19.3,No,No,35
Bengaluru,Clouds,July,29.5,No,Yes,40
Thiruvananthapuram,Storm,June,31.1,No,Yes,20
Kodaikanal,Clear,September,22.4,No,No,46
Jaisalmer,Clear,March,25.5,Yes,No,66
Ajmer,Clear,May,31.2,No,Yes,38
Udaipur,Heavy Rain,July,27.7,No,Yes,41
Statue of Unity (Kevadia),Clouds,July,24.8,No,Yes,46
Chennai,Rain,May,36.5,No,Yes,30
Pushkar,Clear,June,24.2,No,Yes,50
Somnath,Rain,March,27.7,Yes,No,50
Madurai,Heavy Rain,September,27,No,No,46
Mathura & Vrindavan,Clear,November,14.3,Yes,Yes,65
Ahmedabad,Clear,March,32.2,Yes,No,48
Bengaluru,Clear,August,29.7,Yes,No,45
Rameswaram,Clear,April,37.9,No,No,34
Dwarka,Clouds,August,22.2,Yes,No,57
Alleppey,Rain,September,19.2,No,No,44
Chennai,Clear,June,33.5,No,Yes,29
Agra,Clear,May,27.8,No,Yes,47
Mathura & Vrindavan,Clouds,December,21.1,Yes,Yes,70
Delhi,Clear,June,34.9,No,Yes,43
Mysuru,Clear,February,10.7,No,No,61
Vaishno Devi (Katra),Rain,April,21.3,No,No,44
Shimla,Fog,August,15.5,Yes,No,26
Pushkar,Clear,July,23.5,No,Yes,52
Goa,Clear,September,29.9,No,No,51
Pune,Clear,June,29.3,No,Yes,44
Madurai,Fog,October,18.8,Yes,Yes,60
Udaipur,Clouds,August,24.1,Yes,No,47
Alleppey,Clouds,October,17,Yes,Yes,65
Somnath,Fog,April,19.2,No,No,35
Shimla,Clouds,September,16.4,No,No,28
Jaipur,Clouds,July,30.7,No,Yes,38
Dharamshala,Fog,January,10.9,Yes,Yes,48
Ooty,Fog,April,13.8,No,No,54
Alleppey,Rain,November,17.3,Yes,Yes,66
Statue of Unity (Kevadia),Clear,August,22.4,Yes,No,51
Jaisalmer,Clear,April,35.4,No,No,48
Thiruvananthapuram,Clear,July,23.4,No,Yes,25
Bengaluru,Rain,September,25.1,No,No,46
Jaipur,Clear,August,28.3,Yes,No,46
Kochi,Clear,May,41.6,No,Yes,28
Goa,Heavy Rain,October,26,Yes,Yes,74
Mysuru,Clouds,March,24.7,Yes,No,73
Rameswaram,Clouds,May,38.2,No,Yes,31
Kolkata,Rain,October,26.6,Yes,Yes,68
Rameswaram,Rain,June,27.1,No,Yes,33
Nainital,Rain,September,17,No,No,30
Lucknow,Clear,December,23.2,Yes,Yes,62
Pushkar,Clouds,August,29.1,Yes,No,56
Delhi,Clear,July,22.1,No,Yes,51
Visakhapatnam,Rain,December,19.7,Yes,Yes,73
Ooty,Clear,May,30,No,Yes,60
Pushkar,Clear,September,27.3,No,No,58
Mysuru,Clear,April,26.5,No,No,57
Jaipur,Rain,September,21.4,No,No,46
Kochi,Clear,June,27,No,Yes,36
Dwarka,Clear,September,28.5,No,No,57
Goa,Clouds,November,21.4,Yes,Yes,76
Pune,Clear,July,24.2,No,Yes,47
Rishikesh & Haridwar,Clouds,June,26.9,No,Yes,38
Srinagar,Clear,July,15.7,No,Yes,48
Mysuru,Clear,May,30.7,No,Yes,56
Jaipur,Clear,October,27.7,Yes,Yes,63
Shirdi,Clouds,October,25.5,Yes,Yes,71
Ajmer,Clear,June,33.6,No,Yes,31
Amritsar,Rain,May,24.6,No,Yes,49
Delhi,Clear,August,25.1,Yes,No,57
Aurangabad,Clear,March,29.7,Yes,No,42
Ahmedabad,Clear,April,28,No,No,36
Amritsar,Clear,June,31.5,No,Yes,41
Thiruvananthapuram,Fog,August,21.3,Yes,No,29
Somnath,Clouds,May,33.6,No,Yes,28
Jaisalmer,Clear,May,28.5,No,Yes,56
Kolkata,Clear,November,27.4,Yes,Yes,71
Mysuru,Rain,June,21.9,No,Yes,53
Manali,Clear,December,-0.2,Yes,Yes,31
Ahmedabad,Clear,May,35.9,No,Yes,31
Shirdi,Rain,November,14.6,Yes,Yes,69
Ayodhya,Rain,July,28.9,No,Yes,41
Vijayawada,Clear,November,20.9,Yes,Yes,74
Thiruvananthapuram,Clouds,September,21.4,No,No,31
Somnath,Clear,June,37.6,No,Yes,19
Nainital,Fog,October,19.3,Yes,Yes,47
Darjeeling,Rain,November,10.2,Yes,Yes,51
Ayodhya,Clouds,August,24.6,Yes,No,49
Pushkar,Clear,October,25.3,Yes,Yes,73
Ayodhya,Clear,September,31.8,No,No,46
Ooty,Fog,June,19.9,No,Yes,46
Mysuru,Storm,July,30.3,No,Yes,53
Ooty,Clear,July,13.7,No,Yes,40
Mumbai,Clear,September,24.1,No,No,31
Kodaikanal,Clear,October,14.4,Yes,Yes,58
Pushkar,Clear,November,20,Yes,Yes,75
Agra,Clear,June,26.2,No,Yes,42
Madurai,Clear,November,23.9,Yes,Yes,63
Srinagar,Clear,August,16.8,Yes,No,52
Darjeeling,Clear,December,12.3,Yes,Yes,46
Rameswaram,Rain,July,20.2,No,Yes,33
Agra,Clear,July,30.7,No,Yes,41
Srinagar,Clear,September,15.2,No,No,52
Amritsar,Clouds,July,31.3,No,Yes,41
Chennai,Clear,July,28.9,No,Yes,35
Rishikesh & Haridwar,Heavy Snow,July,27.9,No,Yes,39
Dharamshala,Fog,February,18.9,No,No,43
Shimla,Clouds,October,15.2,Yes,Yes,43
Kanyakumari,Clear,September,23.5,No,No,49
Rameswaram,Clear,August,26.9,Yes,No,41
Varanasi,Clear,December,9.9,Yes,Yes,46
Delhi,Clear,September,24,No,No,57
Ahmedabad,Clear,June,27.7,No,Yes,33
Jodhpur,Clouds,September,26.1,No,No,27
Jaipur,Clear,November,22.4,Yes,Yes,64
Munnar,Heavy Rain,October,14.6,Yes,Yes,61
Hampi,Rain,October,20.1,Yes,Yes,74
Kodaikanal,Fog,November,12.8,Yes,Yes,55
Dwarka,Clear,October,26.3,Yes,Yes,73
Ayodhya,Fog,October,21.2,Yes,Yes,67
Kochi,Clouds,July,31.4,No,Yes,34
Kochi,Clouds,August,23.3,Yes,No,42
Shimla,Clouds,November,4.4,Yes,Yes,35
Rameswaram,Clear,September,28,No,No,41
Mumbai,Fog,October,25.1,Yes,Yes,45
Jaisalmer,Clear,June,37,No,Yes,38
Kodaikanal,Clear,December,6.1,Yes,Yes,44
Kanyakumari,Clear,October,30.6,Yes,Yes,69
Jaisalmer,Clear,July,27.4,No,Yes,46
Rishikesh & Haridwar,Clear,August,25.3,Yes,No,45
Munnar,Clear,November,18.1,Yes,Yes,62
Nashik,Rain,November,22.2,Yes,Yes,50
Shimla,Clear,December,4.5,Yes,Yes,28
Shimla,Clear,January,10.2,Yes,Yes,34
Ajmer,Rain,July,19.2,No,Yes,36
Ayodhya,Rain,November,12.8,Yes,Yes,65
Jaipur,Clear,December,17.9,Yes,Yes,64
Coorg,Rain,September,26.5,No,No,63
Ayodhya,Rain,December,19.8,Yes,Yes,66
Pushkar,Clear,December,9.3,Yes,Yes,70
Dharamshala,Fog,March,23.9,Yes,No,51
Ahmedabad,Clear,July,33.5,No,Yes,30
Madurai,Clear,December,12.4,Yes,Yes,60
Thiruvananthapuram,Clear,October,22.7,Yes,Yes,47
Vijayawada,Clear,December,16.8,Yes,Yes,74
Udaipur,Clear,September,29.5,No,No,46
Agra,Clear,August,28.7,Yes,No,49
Delhi,Clear,October,25.3,Yes,Yes,73
Mysuru,Clear,August,31.7,Yes,No,58
Ajmer,Clear,August,23.1,Yes,No,43
Vaishno Devi (Katra),Clouds,May,25.6,No,Yes,47
Munnar,Clouds,December,2.3,Yes,Yes,45
Jaisalmer,Clear,August,30.6,Yes,No,49
Coorg,Clear,October,22,Yes,Yes,79
Ayodhya,Clear,January,24.5,Yes,Yes,65
Coorg,Clouds,November,12.1,Yes,Yes,76
Pune,Heavy Rain,August,30.1,Yes,No,50
Agra,Clear,September,22.1,No,No,50
Somnath,Rain,July,25.8,No,Yes,27
Somnath,Clear,August,23.1,Yes,No,35
Vaishno Devi (Katra),Clouds,June,29.8,No,Yes,40
Ajmer,Clouds,September,21,No,No,44
Kanyakumari,Clouds,November,18.8,Yes,Yes,71
Nashik,Clear,December,22.4,Yes,Yes,52
Agra,Clear,October,22.6,Yes,Yes,65
Kodaikanal,Rain,January,8.1,Yes,Yes,47
Chennai,Clouds,August,29.9,Yes,No,39
Amritsar,Clear,August,25.5,Yes,No,51
Chennai,Clear,September,31.3,No,No,39
Manali,Clouds,January,8.6,Yes,Yes,39
Lucknow,Clear,January,23.6,Yes,Yes,57
Statue of Unity (Kevadia),Fog,September,27.9,No,No,51
Srinagar,Clear,October,19.3,Yes,Yes,70
Ooty,Rain,August,10.2,Yes,No,41
Udaipur,Storm,October,28.1,Yes,Yes,62
Vaishno Devi (Katra),Clear,July,29.4,No,Yes,43
Ooty,Fog,September,18.3,No,No,47
Udaipur,Clouds,November,20.9,Yes,Yes,64
Shirdi,Clear,December,12.5,Yes,Yes,66
Tirupati,Clear,November,14.6,Yes,Yes,71
Varanasi,Clear,January,20.8,Yes,Yes,51
Ahmedabad,Clear,August,27.9,Yes,No,40
Goa,Rain,December,5.9,Yes,Yes,68
Rameswaram,Clouds,October,24.1,Yes,Yes,60
Delhi,Clouds,November,25.3,Yes,Yes,74
Amritsar,Rain,September,26.5,No,No,50
Kanyakumari,Clouds,December,9.5,Yes,Yes,67
Prayagraj,Rain,October,27.9,Yes,Yes,66
Somnath,Clear,September,28.8,No,No,34
Jaipur,Clear,January,10.3,Yes,Yes,55
Ayodhya,Clear,February,24.8,No,No,56
Statue of Unity (Kevadia),Rain,October,21.8,Yes,Yes,66
Mysuru,Rain,September,28,No,No,61
Ooty,Clear,October,13.1,Yes,Yes,60
Statue of Unity (Kevadia),Clear,November,21,Yes,Yes,69
Nainital,Clouds,November,5.4,Yes,Yes,38
Kanyakumari,Clear,January,14,Yes,Yes,69
Vaishno Devi (Katra),Fog,August,26.6,Yes,No,48
Jaisalmer,Storm,September,30.1,No,No,51
Vaishno Devi (Katra),Clear,September,30.7,No,No,47
Amritsar,Heavy Rain,October,27,Yes,Yes,69
Srinagar,Clouds,November,1.5,Yes,Yes,57
Tirupati,Clear,December,17.8,Yes,Yes,70
Bengaluru,Rain,October,28.1,Yes,Yes,62
Alleppey,Rain,December,20.9,Yes,Yes,69
Visakhapatnam,Clouds,January,19.2,Yes,Yes,69
Srinagar,Clouds,December,-1.9,Yes,Yes,48
Agra,Clear,November,14.3,Yes,Yes,63
Thiruvananthapuram,Storm,November,27.7,Yes,Yes,47
Kanyakumari,Rain,February,15.3,No,No,59
Kochi,Rain,September,29.6,No,No,41
Dwarka,Fog,November,15,Yes,Yes,70
Pushkar,Clear,January,16.8,Yes,Yes,70
Kochi,Heavy Rain,October,18.9,Yes,Yes,57
Rishikesh & Haridwar,Clouds,September,25,No,No,45
Ajmer,Fog,October,26.7,Yes,Yes,58
Shirdi,Heavy Rain,January,24.8,Yes,Yes,68
Varanasi,Clouds,February,9.4,No,No,35
Udaipur,Clouds,December,9.9,Yes,Yes,60
Ahmedabad,Clear,September,25.4,No,No,41
Prayagraj,Rain,November,10.8,Yes,Yes,62
Alleppey,Clear,January,9.2,Yes,Yes,62
Shimla,Clear,February,16.7,No,No,31
Vijayawada,Clouds,January,14.1,Yes,Yes,68
Mysuru,Clear,October,21,Yes,Yes,77
Goa,Rain,January,6.3,Yes,Yes,67
Amritsar,Clear,November,16.2,Yes,Yes,69
Alleppey,Clear,February,26.4,No,No,59
Mysuru,Rain,November,17.9,Yes,Yes,77
Ahmedabad,Clear,October,30,Yes,Yes,54
Rishikesh & Haridwar,Rain,October,23.3,Yes,Yes,60
Kodaikanal,Rain,February,3.9,No,No,38
Shirdi,Clear,February,16.6,No,No,57
Mysuru,Rain,December,20.5,Yes,Yes,79
Ahmedabad,Clear,November,21.4,Yes,Yes,58
Pune,Clear,September,22.1,No,No,53
Thiruvananthapuram,Heavy Rain,December,22.6,Yes,Yes,49
Ahmedabad,Rain,December,13.2,Yes,Yes,54
Nainital,Clouds,December,4.6,Yes,Yes,30
Kochi,Heavy Rain,November,18.4,Yes,Yes,58
Pune,Clear,October,19.9,Yes,Yes,68
Darjeeling,Rain,January,4.1,Yes,Yes,43
Vaishno Devi (Katra),Clear,October,23.6,Yes,Yes,65
Chennai,Rain,October,19.1,Yes,Yes,55
Prayagraj,Clear,December,19.6,Yes,Yes,69
Somnath,Rain,October,23,Yes,Yes,53
Thiruvananthapuram,Rain,January,20.4,Yes,Yes,44
Coorg,Fog,December,4.5,Yes,Yes,72
Amritsar,Clear,December,9.5,Yes,Yes,62
Vaishno Devi (Katra),Clouds,November,11.4,Yes,Yes,61
Nashik,Fog,January,8.9,Yes,Yes,40
Mumbai,Clear,November,22.9,Yes,Yes,48
Ajmer,Clear,November,25.9,Yes,Yes,61
Mathura & Vrindavan,Clear,January,11.1,Yes,Yes,61
Coorg,Clear,January,12.4,Yes,Yes,73
Hampi,Clouds,November,17.7,Yes,Yes,75
Ajmer,Clear,December,10.6,Yes,Yes,57
Dwarka,Rain,December,10,Yes,Yes,69
Agra,Rain,December,19,Yes,Yes,67
Mumbai,Rain,December,5.1,Yes,Yes,39
Visakhapatnam,Clouds,February,11.8,No,No,55
Pushkar,Clear,February,20.8,No,No,62
Chennai,Clear,November,17.9,Yes,Yes,57
Hampi,Clear,December,8.4,Yes,Yes,71
Udaipur,Clear,January,11.8,Yes,Yes,57
Somnath,Storm,November,19.1,Yes,Yes,54
Manali,Clear,February,9.5,No,No,33
Kodaikanal,Rain,March,15.9,Yes,No,56
Dwarka,Rain,January,19.6,Yes,Yes,70
Chennai,Clear,December,10.2,Yes,Yes,54
Kolkata,Rain,December,8.5,Yes,Yes,64
Mumbai,Clear,January,15.5,Yes,Yes,42
Agra,Clear,January,24,Yes,Yes,64
Ajmer,Clear,January,23.6,Yes,Yes,58
Nashik,Rain,February,8.8,No,No,31
Dharamshala,Clouds,April,29.8,No,No,34
Madurai,Clear,January,17.3,Yes,Yes,59
Rishikesh & Haridwar,Clouds,November,20.1,Yes,Yes,62
Manali,Heavy Snow,March,14.1,Yes,No,46
Dwarka,Clear,February,18.3,No,No,61
Prayagraj,Rain,January,9.8,Yes,Yes,58
Kolkata,Clear,January,24.7,Yes,Yes,68
Hampi,Rain,January,21,Yes,Yes,72
Jaisalmer,Clear,October,31,Yes,Yes,69
Hampi,Clear,February,14,No,No,60
Statue of Unity (Kevadia),Clear,December,21.4,Yes,Yes,70
Rameswaram,Clear,November,27.5,Yes,Yes,61
Amritsar,Rain,January,18.6,Yes,Yes,65
Thiruvananthapuram,Clouds,February,11.8,No,No,30
Aurangabad,Heavy Rain,April,22.9,No,No,27
Chennai,Rain,January,22,Yes,Yes,54
Vaishno Devi (Katra),Clear,December,9.9,Yes,Yes,62
Ajmer,Clear,February,22.5,No,No,48
Darjeeling,Fog,February,13.7,No,No,42
Mysuru,Clouds,January,16.9,Yes,Yes,74
Statue of Unity (Kevadia),Rain,January,17.5,Yes,Yes,63
Kolkata,Clear,February,20,No,No,58
Tirupati,Clouds,January,15,Yes,Yes,66
Goa,Heavy Rain,February,25,No,No,66
Coorg,Rain,February,20.9,No,No,67
Kochi,Clear,December,20.4,Yes,Yes,62
Somnath,Clouds,December,16.7,Yes,Yes,50
Vaishno Devi (Katra),Clear,January,16.9,Yes,Yes,62
Kochi,Clear,January,13.6,Yes,Yes,53
Statue of Unity (Kevadia),Rain,February,24.2,No,No,55
Mumbai,Clear,February,14.7,No,No,32
Chennai,Clear,February,16.8,No,No,44
Amritsar,Rain,February,13,No,No,52
Kochi,Rain,February,16.3,No,No,44
Rishikesh & Haridwar,Clouds,December,13.1,Yes,Yes,60
Amritsar,Rain,March,21.9,Yes,No,66
Madurai,Rain,February,17.5,No,No,48
Tirupati,Rain,February,22.2,No,No,59
Jodhpur,Clear,October,21.5,Yes,Yes,46
Thiruvananthapuram,Fog,March,14.8,Yes,No,38
Visakhapatnam,Clear,March,23.2,Yes,No,66
Shirdi,Clouds,March,19.9,Yes,No,68
Somnath,Clear,January,12.3,Yes,Yes,46
Pune,Storm,November,22.5,Yes,Yes,69
Bengaluru,Clear,November,14.7,Yes,Yes,61
Mysuru,Clear,February,15,No,No,63
Vaishno Devi (Katra),Clear,February,16.5,No,No,52
Vaishno Devi (Katra),Heavy Snow,March,30.5,Yes,No,58
Darjeeling,Clouds,March,3.9,Yes,No,48
Jodhpur,Clear,November,26.7,Yes,Yes,48
Delhi,Clear,December,21.5,Yes,Yes,76
Bengaluru,Clouds,December,16.9,Yes,Yes,64
Jaisalmer,Clouds,November,23.5,Yes,Yes,73
Jodhpur,Clear,December,15.2,Yes,Yes,45
Ahmedabad,Clear,January,16.5,Yes,Yes,53
Somnath,Fog,February,23.3,No,No,40
Hampi,Fog,March,16.7,Yes,No,67
Ooty,Clear,November,6,Yes,Yes,54
Goa,Clouds,March,29.8,Yes,No,71
Dwarka,Heavy Rain,March,32.1,Yes,No,64
Mysuru,Clear,March,31.3,Yes,No,70
Hampi,Rain,April,21.4,No,No,54
Shimla,Snow,March,9.3,Yes,No,37
Ayodhya,Fog,March,17.8,Yes,No,63
Jaisalmer,Clear,December,22.4,Yes,Yes,73
Rameswaram,Rain,December,20.6,Yes,Yes,57
Vijayawada,Rain,February,14.5,No,No,58
Prayagraj,Clear,February,22,No,No,56
Rishikesh & Haridwar,Clear,January,15.9,Yes,Yes,57
Rameswaram,Heavy Rain,January,25.7,Yes,Yes,56
Rishikesh & Haridwar,Clouds,February,23.6,No,No,50
Ayodhya,Rain,April,22.7,No,No,50
Ooty,Rain,December,6.9,Yes,Yes,46
Munnar,Rain,January,-7,Yes,Yes,43
Jodhpur,Clear,January,23.2,Yes,Yes,46
Bengaluru,Clear,January,16.4,Yes,Yes,59
Jaisalmer,Clear,January,21.3,Yes,Yes,72
Jaisalmer,Clear,February,25.8,No,No,62
Rameswaram,Clouds,February,8.9,No,No,40
Darjeeling,Rain,April,20.8,No,No,54
Jaipur,Clear,February,11.1,No,No,46
Nainital,Clear,January,11.5,Yes,Yes,33
Ahmedabad,Clear,February,21,No,No,45
Srinagar,Rain,January,11.3,Yes,Yes,58
Prayagraj,Rain,March,21.1,Yes,No,61
Delhi,Clear,January,26,Yes,Yes,71
Shirdi,Clear,April,24.8,No,No,55
Kolkata,Clear,March,27.3,Yes,No,65
Rishikesh & Haridwar,Clear,March,32.7,Yes,No,52
Nainital,Clear,February,8.3,No,No,29
Lucknow,Clear,February,16.4,No,No,46
Vijayawada,Clear,March,16.9,Yes,No,67
Jodhpur,Clear,February,12.8,No,No,32
Pune,Clear,December,12.6,Yes,Yes,67
Udaipur,Clear,February,13.4,No,No,48
Varanasi,Fog,March,17.3,Yes,No,48
