Destination,Temperature_C,Condition,Wind_Speed_kmph,Safety
Jodhpur,20.9,Storm,27.1,Moderate
Shirdi,15.6,Rain,29.2,Safe
Nashik,11.9,Heavy Rain,24.1,Moderate
Kanyakumari,20.4,Rain,14.5,Safe
Delhi,38.8,Storm,14.7,Safe
Kodaikanal,20.5,Cloudy,10.1,Safe
Udaipur,39.5,Clear,26.4,Safe
Shirdi,39.1,Cloudy,27.8,Safe
Mathura & Vrindavan,29.6,Clear,24.0,Safe
Kanyakumari,21.4,Storm,54.4,Unsafe
Tirupati,17.8,Clear,30.2,Safe
Mathura & Vrindavan,20.3,Rain,30.1,Moderate
Pune,21.0,Cloudy,22.6,Safe
Tirupati,39.4,Rain,43.3,Moderate
Jodhpur,26.8,Cloudy,7.8,Safe
Srinagar,2.8,Clear,35.0,Safe
Mumbai,28.1,Cloudy,41.9,Safe
Ahmedabad,32.4,Rain,29.9,Safe
Thiruvananthapuram,27.6,Cloudy,22.2,Safe
Aurangabad,10.8,Clear,30.7,Safe
Darjeeling,0.5,Snow,21.6,Moderate
Mumbai,28.6,Heavy Rain,14.0,Moderate
Thiruvananthapuram,30.2,Clear,5.4,Safe
Delhi,28.5,Clear,24.9,Safe
Tirupati,22.7,Clear,26.5,Safe
Aurangabad,17.9,Clear,40.7,Safe
Jaisalmer,33.5,Clear,10.1,Safe
Kanyakumari,23.6,Fog,14.2,Safe
Aurangabad,32.4,Fog,16.3,Safe
Kochi,22.6,Heavy Rain,5.8,Moderate
Kolkata,27.0,Clear,9.7,Safe
Visakhapatnam,20.6,Rain,13.9,Safe
Coorg,10.4,Cloudy,25.9,Safe
Nashik,31.1,Heavy Rain,9.7,Moderate
Jaipur,26.8,Clear,20.3,Safe
Aurangabad,38.2,Rain,36.6,Moderate
Ooty,14.6,Clear,22.2,Safe
Vaishno Devi (Katra),-1.6,Rain,24.7,Moderate
Jodhpur,22.3,Clear,34.1,Safe
Varanasi,15.6,Cloudy,32.0,Safe
Pushkar,24.6,Clear,47.6,Safe
Visakhapatnam,25.4,Rain,11.5,Safe
Dharamshala,9.0,Cloudy,41.1,Safe
Rameswaram,31.2,Clear,8.0,Safe
Munnar,32.4,Clear,17.4,Safe
Amritsar,30.0,Cloudy,16.5,Safe
Ajmer,16.6,Clear,34.8,Safe
Somnath,39.2,Cloudy,11.4,Safe
Udaipur,15.5,Cloudy,20.7,Safe
Srinagar,11.1,Clear,36.2,Safe
Jodhpur,23.9,Clear,5.4,Safe
Kolkata,15.1,Rain,24.5,Safe
Lucknow,10.8,Fog,38.2,Moderate
Mumbai,32.3,Cloudy,18.2,Safe
Dharamshala,0.1,Cloudy,30.8,Safe
Dharamshala,9.0,Fog,9.1,Moderate
Thiruvananthapuram,28.5,Storm,45.0,Unsafe
Mysuru,36.8,Fog,16.0,Safe
Kodaikanal,24.1,Fog,17.1,Safe
Darjeeling,14.6,Clear,42.1,Safe
Statue of Unity (Kevadia),25.6,Clear,12.9,Safe
Srinagar,-2.7,Cloudy,5.7,Safe
Ajmer,36.4,Clear,35.0,Safe
Mumbai,31.2,Rain,36.1,Moderate
Vaishno Devi (Katra),13.6,Fog,34.6,Moderate
Dharamshala,2.8,Clear,22.1,Safe
Nashik,22.2,Clear,29.6,Safe
Visakhapatnam,33.2,Cloudy,15.4,Safe
Lucknow,30.2,Cloudy,37.9,Safe
Mysuru,28.3,Rain,28.8,Safe
Kochi,26.7,Storm,14.8,Moderate
Pune,30.3,Storm,20.3,Safe
Shirdi,14.9,Rain,16.4,Safe
Mysuru,29.1,Clear,13.0,Safe
Prayagraj,35.0,Clear,33.7,Safe
Rishikesh & Haridwar,4.8,Clear,25.7,Safe
Pune,13.3,Clear,35.5,Safe
Kanyakumari,23.4,Cloudy,7.4,Safe
Kochi,31.9,Clear,10.3,Safe
Pune,16.2,Fog,12.4,Safe
Mumbai,33.4,Clear,6.8,Safe
Coorg,10.5,Rain,33.0,Moderate
Bengaluru,31.0,Clear,28.3,Safe
Dharamshala,-2.3,Fog,37.0,Unsafe
Manali,5.6,Rain,43.7,Moderate
Prayagraj,39.7,Clear,29.8,Safe
Madurai,37.8,Heavy Rain,27.5,Moderate
Rishikesh & Haridwar,11.7,Cloudy,16.2,Safe
Kodaikanal,8.7,Clear,29.0,Safe
Jaisalmer,33.0,Cloudy,28.1,Safe
Rameswaram,31.8,Cloudy,11.8,Safe
Udaipur,30.5,Clear,5.3,Safe
Ajmer,31.3,Clear,5.1,Safe
Agra,26.1,Fog,9.6,Safe
Chennai,34.9,Storm,8.8,Moderate
Varanasi,10.9,Clear,25.2,Safe
Shimla,12.7,Fog,40.5,Moderate
Mathura & Vrindavan,11.4,Clear,36.8,Safe
Varanasi,26.3,Clear,28.6,Safe
Kanyakumari,32.7,Rain,10.7,Safe
Udaipur,29.5,Clear,7.7,Safe
Ooty,13.9,Clear,31.8,Safe
Udaipur,26.9,Clear,13.3,Safe
Prayagraj,30.2,Clear,6.6,Safe
Kodaikanal,16.9,Rain,7.9,Safe
Pushkar,43.3,Clear,5.8,Safe
Kochi,30.7,Clear,47.7,Safe
Nashik,26.9,Clear,20.8,Safe
Kolkata,17.5,Clear,29.7,Safe
Statue of Unity (Kevadia),20.6,Clear,27.3,Safe
Udaipur,37.5,Rain,33.9,Moderate
Mysuru,33.4,Clear,12.4,Safe
Srinagar,4.3,Rain,7.5,Moderate
Nashik,39.6,Clear,7.4,Safe
Jaisalmer,41.2,Clear,52.8,Moderate
Dharamshala,5.2,Fog,7.7,Moderate
Visakhapatnam,22.1,Clear,9.2,Safe
Statue of Unity (Kevadia),25.6,Rain,16.8,Safe
Munnar,23.1,Rain,21.2,Safe
Goa,23.5,Clear,51.3,Moderate
Nashik,31.2,Cloudy,36.8,Safe
Mumbai,24.3,Cloudy,58.8,Moderate
Kolkata,26.9,Cloudy,18.3,Safe
Hampi,15.1,Cloudy,28.7,Safe
Jaisalmer,20.8,Clear,22.1,Safe
Srinagar,11.4,Fog,6.2,Moderate
Jaipur,11.3,Clear,5.1,Safe
Thiruvananthapuram,20.2,Clear,6.1,Safe
Vijayawada,37.0,Clear,22.5,Safe
Manali,6.8,Rain,25.3,Moderate
Aurangabad,17.8,Rain,38.1,Moderate
Kodaikanal,21.6,Cloudy,30.7,Safe
Nainital,10.6,Rain,27.7,Moderate
Prayagraj,29.8,Fog,22.0,Safe
Varanasi,40.0,Rain,43.8,Moderate
Mysuru,22.3,Clear,42.4,Safe
Dwarka,32.8,Storm,37.3,Moderate
Kolkata,20.2,Cloudy,32.9,Safe
Agra,12.1,Rain,18.2,Safe
Tirupati,29.9,Rain,37.3,Moderate
Mumbai,33.1,Clear,45.0,Safe
Nainital,-3.7,Fog,20.1,Moderate
Rishikesh & Haridwar,-1.9,Clear,5.3,Safe
Pune,39.1,Cloudy,19.1,Safe
Delhi,27.4,Clear,23.4,Safe
Dharamshala,2.0,Cloudy,9.3,Safe
Somnath,16.1,Clear,44.0,Safe
Rishikesh & Haridwar,4.0,Rain,20.6,Moderate
Jaisalmer,27.8,Clear,7.8,Safe
Kanyakumari,34.3,Clear,41.2,Safe
Mysuru,36.5,Clear,28.6,Safe
Lucknow,35.0,Clear,8.9,Safe
Dwarka,13.4,Rain,7.9,Safe
Aurangabad,36.5,Clear,9.9,Safe
Shimla,11.3,Rain,9.8,Moderate
Ayodhya,36.3,Rain,30.6,Moderate
Varanasi,12.1,Clear,31.8,Safe
Chennai,27.8,Clear,16.3,Safe
Lucknow,30.6,Rain,7.0,Safe
Jaisalmer,25.9,Clear,15.5,Safe
Tirupati,24.6,Clear,10.1,Safe
Pune,22.0,Clear,29.1,Safe
Darjeeling,-0.6,Rain,19.8,Moderate
Shimla,-0.7,Snow,31.1,Unsafe
Pushkar,42.0,Cloudy,20.9,Safe
Manali,-1.3,Snow,12.9,Moderate
Shirdi,18.0,Clear,32.6,Safe
Shirdi,35.5,Rain,28.8,Safe
Shirdi,35.5,Clear,21.6,Safe
Hampi,19.9,Clear,14.5,Safe
Mumbai,29.6,Rain,17.2,Safe
Dharamshala,-3.1,Clear,6.2,Safe
Ahmedabad,33.7,Clear,7.9,Safe
Nashik,10.0,Fog,24.3,Safe
Ayodhya,12.2,Storm,30.7,Moderate
Alleppey,23.3,Clear,56.8,Moderate
Ahmedabad,28.1,Cloudy,9.1,Safe
Shimla,1.3,Clear,11.0,Safe
Mumbai,34.0,Clear,6.2,Safe
Chennai,30.1,Rain,22.5,Safe
Shimla,0.3,Fog,8.4,Moderate
Chennai,24.8,Clear,12.9,Safe
Dharamshala,11.5,Clear,37.9,Safe
Coorg,11.4,Rain,14.8,Safe
Dwarka,10.3,Clear,30.8,Safe
Prayagraj,20.2,Rain,31.0,Moderate
Hampi,10.2,Rain,32.6,Moderate
Ajmer,17.3,Rain,7.2,Safe
Rameswaram,28.5,Cloudy,19.0,Safe
Srinagar,7.4,Clear,19.7,Safe
Madurai,17.3,Clear,37.7,Safe
Mumbai,27.1,Rain,6.8,Safe
Thiruvananthapuram,22.1,Clear,10.3,Safe
Munnar,22.0,Rain,22.9,Safe
Shimla,2.3,Clear,21.0,Safe
Munnar,34.6,Clear,41.3,Safe
Dharamshala,10.1,Fog,24.2,Moderate
Udaipur,22.1,Clear,20.6,Safe
Shimla,8.3,Clear,22.8,Safe
Delhi,10.3,Rain,28.9,Safe
Kolkata,29.0,Clear,23.9,Safe
Pushkar,37.9,Clear,31.8,Safe
Statue of Unity (Kevadia),13.4,Heavy Rain,35.2,Moderate
Agra,32.5,Rain,14.0,Safe
Aurangabad,20.0,Clear,41.3,Safe
Aurangabad,22.7,Clear,12.0,Safe
Ahmedabad,11.6,Clear,15.6,Safe
Dharamshala,-0.7,Snow,10.1,Moderate
Manali,0.5,Cloudy,11.5,Safe
Dharamshala,5.5,Rain,13.8,Moderate
Visakhapatnam,22.2,Clear,31.2,Safe
Pune,31.3,Clear,37.6,Safe
Jaipur,15.4,Clear,38.7,Safe
Visakhapatnam,33.9,Cloudy,8.5,Safe
Visakhapatnam,25.8,Clear,16.1,Safe
Aurangabad,34.4,Rain,23.1,Safe
Aurangabad,14.2,Clear,34.4,Safe
Alleppey,25.2,Fog,18.7,Safe
Tirupati,12.6,Clear,36.8,Safe
Dwarka,33.3,Cloudy,10.2,Safe
Somnath,35.3,Clear,7.3,Safe
Pushkar,34.2,Clear,15.7,Safe
Coorg,8.7,Clear,29.2,Safe
Delhi,22.2,Cloudy,5.1,Safe
Lucknow,30.0,Clear,20.8,Safe
Prayagraj,19.2,Rain,27.8,Safe
Ooty,18.4,Clear,8.2,Safe
Mumbai,26.2,Rain,44.1,Moderate
Dharamshala,5.9,Clear,34.0,Safe
Alleppey,30.9,Clear,18.8,Safe
Madurai,37.6,Rain,26.7,Safe
Aurangabad,22.9,Clear,8.6,Safe
Chennai,31.3,Cloudy,51.7,Moderate
Prayagraj,26.5,Clear,17.6,Safe
Bengaluru,29.9,Clear,11.8,Safe
Statue of Unity (Kevadia),30.7,Storm,10.3,Moderate
Pune,17.4,Cloudy,28.7,Safe
Coorg,18.4,Clear,19.8,Safe
Madurai,32.8,Clear,20.2,Safe
Goa,20.3,Clear,43.9,Safe
Pune,12.6,Clear,21.0,Safe
Shimla,4.8,Fog,7.1,Moderate
Jaisalmer,44.8,Clear,16.8,Safe
Nainital,1.1,Clear,27.8,Safe
Vijayawada,32.3,Rain,21.5,Safe
Mysuru,24.8,Clear,29.4,Safe
Jaisalmer,24.5,Clear,33.0,Safe
Pune,22.6,Fog,19.2,Safe
Mathura & Vrindavan,37.2,Clear,34.1,Safe
Lucknow,30.2,Clear,31.5,Safe
Nainital,14.8,Clear,28.7,Safe
Aurangabad,28.9,Rain,10.4,Safe
Mysuru,23.6,Clear,32.7,Safe
Nainital,-4.9,Cloudy,25.0,Safe
Alleppey,27.6,Cloudy,56.8,Moderate
Shimla,6.7,Rain,24.0,Moderate
Prayagraj,23.5,Clear,39.4,Safe
Aurangabad,19.5,Storm,35.5,Moderate
Ahmedabad,26.7,Clear,29.5,Safe
Coorg,10.4,Rain,11.6,Safe
Goa,26.7,Cloudy,28.7,Safe
Madurai,35.9,Cloudy,30.6,Safe
Pushkar,35.0,Clear,9.5,Safe
Varanasi,12.9,Rain,29.1,Safe
Mumbai,25.1,Rain,22.9,Safe
Coorg,9.4,Cloudy,28.0,Safe
Prayagraj,37.8,Clear,32.9,Safe
Nainital,13.7,Fog,24.2,Moderate
Bengaluru,19.5,Heavy Rain,26.3,Safe
Ajmer,22.3,Clear,36.3,Safe
Kanyakumari,34.6,Clear,10.3,Safe
Rishikesh & Haridwar,7.9,Cloudy,14.8,Safe
Udaipur,28.6,Clear,23.7,Safe
Kochi,30.3,Cloudy,7.2,Safe
Shimla,13.8,Cloudy,21.7,Safe
Jaisalmer,36.0,Clear,16.7,Safe
Ayodhya,28.8,Clear,43.3,Safe
Jaisalmer,32.7,Clear,25.1,Safe
Rishikesh & Haridwar,-4.7,Clear,10.9,Safe
Nainital,9.4,Cloudy,9.9,Safe
Kodaikanal,15.4,Rain,31.4,Moderate
Chennai,29.9,Clear,21.5,Safe
Delhi,28.0,Clear,42.5,Safe
Lucknow,23.6,Cloudy,9.0,Safe
Pushkar,30.5,Clear,33.0,Safe
Jaisalmer,27.7,Storm,22.1,Moderate
Visakhapatnam,31.2,Cloudy,43.5,Safe
Mathura & Vrindavan,17.3,Clear,22.2,Safe
Jaisalmer,36.1,Clear,35.0,Safe
Somnath,11.7,Clear,28.5,Safe
Darjeeling,4.4,Rain,33.0,Moderate
Visakhapatnam,33.5,Heavy Rain,32.0,Unsafe
Kolkata,11.7,Cloudy,7.5,Safe
Rishikesh & Haridwar,-0.1,Snow,14.9,Moderate
Somnath,19.4,Clear,12.2,Safe
Tirupati,26.0,Cloudy,29.7,Safe
Kolkata,13.2,Clear,44.0,Safe
Tirupati,29.4,Fog,34.9,Moderate
Srinagar,0.2,Clear,42.9,Safe
Manali,-1.4,Heavy Snow,33.8,Unsafe
Dwarka,32.0,Clear,41.0,Safe
Ajmer,12.7,Storm,12.3,Moderate
Shimla,11.0,Clear,40.6,Safe
Coorg,19.1,Cloudy,32.5,Safe
Srinagar,-3.0,Snow,40.9,Unsafe
Aurangabad,33.1,Clear,27.6,Safe
Agra,23.9,Clear,13.5,Safe
Kanyakumari,32.0,Rain,45.4,Moderate
Rameswaram,32.2,Rain,24.3,Safe
Nainital,-1.9,Snow,42.5,Unsafe
Bengaluru,39.5,Cloudy,25.7,Safe
Tirupati,32.3,Cloudy,14.5,Safe
Ayodhya,30.4,Fog,19.9,Safe
Manali,-1.7,Clear,41.6,Safe
Mumbai,30.4,Clear,33.2,Safe
Delhi,15.2,Fog,25.7,Safe
Mumbai,26.1,Cloudy,13.0,Safe
Visakhapatnam,20.1,Heavy Rain,18.7,Moderate
Rameswaram,21.9,Rain,19.8,Safe
Mathura & Vrindavan,18.2,Fog,10.9,Safe
Srinagar,7.9,Rain,10.0,Moderate
Kochi,25.4,Clear,53.7,Moderate
Goa,34.2,Fog,11.2,Safe
Manali,-3.9,Clear,7.6,Safe
Kolkata,10.2,Rain,35.2,Moderate
Shimla,9.2,Cloudy,14.1,Safe
Darjeeling,7.8,Fog,12.6,Moderate
Madurai,21.2,Clear,27.6,Safe
Shimla,3.1,Clear,42.7,Safe
Shirdi,27.1,Clear,6.9,Safe
Ajmer,28.1,Clear,26.2,Safe
Coorg,11.3,Clear,7.8,Safe
Statue of Unity (Kevadia),28.4,Clear,29.2,Safe
Ahmedabad,19.7,Rain,22.4,Safe
Coorg,12.3,Cloudy,31.9,Safe
Kodaikanal,10.2,Fog,8.4,Safe
Visakhapatnam,34.9,Heavy Rain,14.4,Moderate
Dharamshala,13.6,Clear,9.5,Safe
Ayodhya,18.6,Fog,24.6,Safe
Mysuru,24.4,Cloudy,40.7,Safe
Mathura & Vrindavan,29.1,Clear,37.0,Safe
Nainital,11.0,Clear,38.0,Safe
Coorg,18.0,Rain,8.2,Safe
Visakhapatnam,34.2,Rain,55.0,Moderate
Kochi,29.0,Rain,57.0,Moderate
Nashik,17.4,Cloudy,36.4,Safe
Dwarka,22.3,Clear,27.4,Safe
Bengaluru,31.7,Rain,11.9,Safe
Tirupati,38.7,Storm,17.5,Moderate
Jodhpur,36.5,Clear,19.5,Safe
Ajmer,28.8,Clear,37.2,Safe
Kodaikanal,16.6,Fog,10.3,Safe
Bengaluru,37.2,Cloudy,17.0,Safe
Somnath,14.1,Clear,22.1,Safe
Somnath,34.3,Cloudy,39.4,Safe
Udaipur,23.5,Heavy Rain,8.7,Moderate
Kanyakumari,23.7,Clear,27.7,Safe
Dharamshala,8.5,Fog,32.0,Moderate
Madurai,20.2,Rain,43.2,Moderate
Kodaikanal,15.0,Clear,12.8,Safe
Dwarka,27.5,Cloudy,31.7,Safe
Ajmer,27.6,Clear,28.5,Safe
Aurangabad,35.4,Rain,36.7,Moderate
Ooty,11.0,Fog,22.6,Safe
Jodhpur,36.6,Clear,29.1,Safe
Kodaikanal,8.9,Clear,24.3,Safe
Dwarka,14.7,Clear,15.8,Safe
Darjeeling,2.5,Cloudy,18.8,Safe
Ajmer,26.0,Cloudy,37.9,Safe
Rishikesh & Haridwar,14.2,Fog,19.2,Moderate
Ahmedabad,11.4,Clear,9.2,Safe
Agra,33.1,Clear,22.0,Safe
Kolkata,28.8,Storm,37.9,Moderate
Jaisalmer,43.1,Clear,30.5,Moderate
Madurai,26.6,Clear,5.4,Safe
Coorg,13.5,Clear,7.2,Safe
Udaipur,27.5,Clear,13.8,Safe
Dharamshala,7.4,Clear,43.9,Safe
Shimla,-3.6,Snow,20.7,Unsafe
Lucknow,10.6,Fog,39.5,Moderate
Srinagar,-1.0,Rain,12.9,Moderate
Rishikesh & Haridwar,7.1,Rain,35.0,Moderate
Visakhapatnam,29.0,Cloudy,17.7,Safe
Nainital,6.9,Rain,26.0,Moderate
Ayodhya,18.6,Rain,18.9,Safe
Alleppey,26.8,Clear,58.8,Moderate
Ajmer,34.7,Clear,16.9,Safe
Nashik,11.4,Rain,10.0,Safe
Kochi,26.9,Storm,54.8,Unsafe
Statue of Unity (Kevadia),23.2,Heavy Rain,16.5,Moderate
Munnar,26.4,Clear,17.3,Safe
Shimla,15.0,Fog,19.7,Moderate
Nainital,4.1,Rain,26.9,Moderate
Aurangabad,36.7,Fog,30.3,Moderate
Bengaluru,16.1,Cloudy,15.3,Safe
Thiruvananthapuram,28.8,Storm,34.9,Unsafe
Kodaikanal,22.9,Clear,21.0,Safe
Jaisalmer,24.3,Clear,55.6,Moderate
Ajmer,24.1,Clear,30.7,Safe
Udaipur,19.2,Heavy Rain,27.9,Moderate
Statue of Unity (Kevadia),12.0,Cloudy,13.3,Safe
Chennai,33.7,Rain,58.2,Moderate
Pushkar,33.1,Clear,7.6,Safe
Somnath,39.3,Rain,31.0,Moderate
Madurai,21.7,Heavy Rain,18.3,Moderate
Mathura & Vrindavan,12.0,Clear,17.1,Safe
Ahmedabad,12.3,Clear,29.5,Safe
Bengaluru,12.1,Clear,42.8,Safe
Rameswaram,22.1,Clear,16.4,Safe
Dwarka,36.8,Cloudy,6.7,Safe
Alleppey,25.2,Rain,51.9,Moderate
Chennai,21.7,Clear,30.2,Safe
Agra,10.7,Clear,18.1,Safe
Mathura & Vrindavan,23.9,Cloudy,36.7,Safe
Delhi,39.2,Clear,30.8,Safe
Mysuru,18.7,Clear,17.2,Safe
Vaishno Devi (Katra),6.9,Rain,11.7,Moderate
Shimla,11.1,Fog,36.4,Moderate
Pushkar,23.9,Clear,30.4,Safe
Goa,27.8,Clear,48.7,Safe
Pune,37.3,Clear,17.2,Safe
Madurai,19.1,Fog,18.3,Safe
Udaipur,13.3,Cloudy,24.1,Safe
Alleppey,33.9,Cloudy,38.1,Safe
Somnath,24.0,Fog,24.2,Safe
Shimla,6.1,Cloudy,10.1,Safe
Jaipur,28.8,Cloudy,8.4,Safe
Dharamshala,-2.2,Fog,27.5,Moderate
Ooty,24.4,Fog,24.4,Safe
Alleppey,32.3,Rain,29.9,Safe
Statue of Unity (Kevadia),18.2,Clear,36.4,Safe
Jaisalmer,44.2,Clear,19.1,Safe
Thiruvananthapuram,33.8,Clear,57.6,Moderate
Bengaluru,36.1,Rain,5.5,Safe
Jaipur,26.0,Clear,27.4,Safe
Kochi,27.4,Clear,19.3,Safe
Goa,21.3,Heavy Rain,37.7,Unsafe
Mysuru,39.5,Cloudy,38.7,Safe
Rameswaram,23.8,Cloudy,54.7,Moderate
Kolkata,18.2,Rain,39.7,Moderate
Rameswaram,33.3,Rain,6.6,Safe
Nainital,5.8,Rain,6.8,Moderate
Lucknow,21.9,Clear,9.9,Safe
Pushkar,32.1,Cloudy,13.7,Safe
Delhi,27.9,Clear,16.3,Safe
Visakhapatnam,24.1,Rain,46.5,Moderate
Ooty,13.0,Clear,30.3,Safe
Pushkar,20.9,Clear,26.6,Safe
Mysuru,22.4,Clear,12.2,Safe
Jaipur,37.7,Rain,12.7,Safe
Kochi,29.1,Clear,55.6,Moderate
Dwarka,10.2,Clear,32.5,Safe
Goa,31.6,Cloudy,40.3,Safe
Pune,31.2,Clear,10.4,Safe
Rishikesh & Haridwar,6.6,Cloudy,20.5,Safe
Srinagar,6.6,Clear,16.6,Safe
Mysuru,13.7,Clear,23.0,Safe
Jaipur,33.0,Clear,6.2,Safe
Shirdi,31.4,Cloudy,21.9,Safe
Ajmer,25.1,Clear,38.3,Safe
Amritsar,27.9,Rain,42.5,Moderate
Delhi,24.1,Clear,43.7,Safe
Aurangabad,39.3,Clear,8.6,Safe
Ahmedabad,29.7,Clear,36.2,Safe
Amritsar,39.3,Clear,10.4,Safe
Thiruvananthapuram,23.4,Fog,39.8,Moderate
Somnath,10.8,Cloudy,40.7,Safe
Jaisalmer,22.1,Clear,28.4,Safe
Kolkata,18.2,Clear,15.6,Safe
Mysuru,37.5,Rain,30.8,Moderate
Manali,-0.1,Clear,38.0,Safe
Ahmedabad,34.4,Clear,11.8,Safe
Shirdi,25.2,Rain,9.0,Safe
Ayodhya,14.5,Rain,21.4,Safe
Vijayawada,38.5,Clear,36.0,Safe
Thiruvananthapuram,24.8,Cloudy,36.6,Safe
Somnath,25.1,Clear,41.0,Safe
Nainital,14.1,Fog,33.8,Moderate
Darjeeling,14.4,Rain,14.8,Moderate
Ayodhya,15.8,Cloudy,7.9,Safe
Pushkar,28.4,Clear,22.8,Safe
Ayodhya,37.0,Clear,8.5,Safe
Ooty,21.0,Fog,29.2,Safe
Mysuru,38.0,Storm,16.5,Moderate
Ooty,10.6,Clear,17.8,Safe
Mumbai,27.9,Clear,44.0,Safe
Kodaikanal,19.8,Clear,33.3,Safe
Pushkar,38.4,Clear,15.1,Safe
Agra,29.2,Clear,44.2,Safe
Madurai,13.2,Clear,17.3,Safe
Srinagar,5.6,Clear,30.0,Safe
Darjeeling,2.5,Clear,44.1,Safe
Rameswaram,34.4,Rain,55.5,Moderate
Agra,18.0,Clear,22.4,Safe
Srinagar,10.4,Clear,26.6,Safe
Amritsar,32.6,Cloudy,11.6,Safe
Chennai,30.6,Clear,36.0,Safe
Rishikesh & Haridwar,1.9,Heavy Snow,34.0,Unsafe
Dharamshala,9.3,Fog,23.2,Moderate
Shimla,10.3,Cloudy,30.8,Safe
Kanyakumari,34.1,Clear,46.0,Safe
Rameswaram,34.0,Clear,52.3,Moderate
Varanasi,10.8,Clear,31.0,Safe
Delhi,23.1,Clear,29.8,Safe
Ahmedabad,35.8,Clear,40.7,Safe
Jodhpur,36.4,Cloudy,11.0,Safe
Jaipur,39.3,Clear,6.8,Safe
Munnar,25.3,Heavy Rain,52.7,Unsafe
Hampi,18.1,Rain,26.0,Safe
Kodaikanal,14.6,Fog,29.0,Safe
Dwarka,26.4,Clear,16.6,Safe
Ayodhya,24.2,Fog,36.3,Moderate
Kochi,30.0,Cloudy,10.4,Safe
Kochi,29.7,Cloudy,6.3,Safe
Shimla,2.7,Cloudy,12.2,Safe
Rameswaram,30.5,Clear,41.1,Safe
Mumbai,21.0,Fog,46.6,Moderate
Jaisalmer,29.3,Clear,33.7,Safe
Kodaikanal,16.4,Clear,34.1,Safe
Kanyakumari,28.4,Clear,59.3,Moderate
Jaisalmer,35.0,Clear,18.2,Safe
Rishikesh & Haridwar,-0.9,Clear,16.9,Safe
Munnar,29.7,Clear,34.0,Safe
Nashik,10.6,Rain,14.8,Safe
Shimla,-1.0,Clear,11.1,Safe
Shimla,7.7,Clear,43.7,Safe
Ajmer,21.2,Rain,31.5,Moderate
Ayodhya,23.5,Rain,18.8,Safe
Jaipur,15.8,Clear,28.8,Safe
Coorg,23.2,Rain,15.8,Safe
Ayodhya,27.3,Rain,35.7,Moderate
Pushkar,33.2,Clear,26.3,Safe
Dharamshala,6.0,Fog,34.6,Moderate
Ahmedabad,24.8,Clear,32.2,Safe
Madurai,24.5,Clear,22.5,Safe
Thiruvananthapuram,20.5,Clear,34.6,Safe
Vijayawada,27.3,Clear,9.0,Safe
Udaipur,16.1,Clear,26.4,Safe
Agra,18.2,Clear,26.6,Safe
Delhi,18.7,Clear,21.0,Safe
Mysuru,39.1,Clear,6.2,Safe
Ajmer,28.2,Clear,7.9,Safe
Vaishno Devi (Katra),12.8,Cloudy,17.3,Safe
Munnar,25.6,Cloudy,45.9,Safe
Jaisalmer,38.1,Clear,28.7,Safe
Coorg,9.0,Clear,30.5,Safe
Ayodhya,19.0,Clear,38.1,Safe
Coorg,12.3,Cloudy,33.1,Safe
Pune,20.3,Heavy Rain,26.9,Safe
Agra,19.0,Clear,21.3,Safe
Somnath,25.3,Rain,25.3,Safe
Somnath,22.9,Clear,10.5,Safe
Vaishno Devi (Katra),8.8,Cloudy,16.7,Safe
Ajmer,26.9,Cloudy,36.6,Safe
Kanyakumari,34.1,Cloudy,10.6,Safe
Nashik,29.9,Clear,35.1,Safe
Agra,31.2,Clear,34.4,Safe
Kodaikanal,11.9,Rain,13.9,Safe
Chennai,30.8,Cloudy,55.4,Moderate
Amritsar,12.5,Clear,43.1,Safe
Chennai,33.6,Clear,36.6,Safe
Manali,7.9,Cloudy,7.1,Safe
Lucknow,29.7,Clear,27.6,Safe
Statue of Unity (Kevadia),36.0,Fog,41.2,Moderate
Srinagar,3.1,Clear,32.0,Safe
Ooty,16.6,Rain,8.7,Safe
Udaipur,26.6,Storm,8.1,Moderate
Vaishno Devi (Katra),7.3,Clear,36.2,Safe
Ooty,8.2,Fog,24.4,Safe
Udaipur,24.2,Cloudy,36.4,Safe
Shirdi,22.5,Clear,35.7,Safe
Tirupati,34.1,Clear,6.8,Safe
Varanasi,29.1,Clear,19.8,Safe
Ahmedabad,19.9,Clear,36.8,Safe
Goa,25.1,Rain,6.8,Safe
Rameswaram,31.5,Cloudy,11.2,Safe
Delhi,34.6,Cloudy,18.4,Safe
Amritsar,19.4,Rain,36.8,Moderate
Kanyakumari,33.7,Cloudy,26.4,Safe
Prayagraj,28.3,Rain,42.9,Moderate
Somnath,15.5,Clear,7.1,Safe
Jaipur,38.1,Clear,14.6,Safe
Ayodhya,39.3,Clear,36.8,Safe
Statue of Unity (Kevadia),14.3,Rain,34.4,Moderate
Mysuru,13.4,Rain,36.1,Moderate
Ooty,23.1,Clear,12.1,Safe
Statue of Unity (Kevadia),35.0,Clear,13.1,Safe
Nainital,9.1,Cloudy,37.3,Safe
Kanyakumari,28.3,Clear,20.4,Safe
Vaishno Devi (Katra),5.8,Fog,28.9,Moderate
Jaisalmer,30.7,Storm,37.4,Moderate
Vaishno Devi (Katra),7.1,Clear,31.5,Safe
Amritsar,33.9,Heavy Rain,9.0,Moderate
Srinagar,2.5,Cloudy,16.2,Safe
Tirupati,26.6,Clear,15.1,Safe
Bengaluru,22.9,Rain,29.3,Safe
